1 1:213.34578 2:0.40734234 3:8.52912 4:2.5914636 5:2.483863 6:-0.06275773 7:3.8402176 8:0.67486036 9:3.5298476 10:0.54431653 11:2.7722912 12:-4.814181 13:2.802702 14:213.34578 15:0.40734234 16:8.52912 17:2.5914636 18:2.483863 19:-0.06275773 20:3.8402176 21:0.67486036 22:3.5298476 23:0.54431653 24:2.7722912 25:-4.814181 26:2.802702 
1 1:221.47939 2:1.8893732 3:7.2353945 4:1.8523301 5:0.48395872 6:-2.1235552 7:4.1197386 8:-0.13737637 9:2.1574872 10:-3.1753547 11:3.0002353 12:-2.6441214 13:4.49533 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:222.40793 2:3.957416 3:8.037822 4:1.8886008 5:2.9512146 6:-2.089438 7:3.1032054 8:-1.90302 9:1.8882996 10:-2.1378224 11:2.944741 12:-1.8394755 13:4.2089977 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:223.82068 2:4.419824 3:10.398373 4:2.8425837 5:2.015051 6:-2.1302197 7:3.1180294 8:-2.5891235 9:2.8336873 10:-0.80170304 11:2.5092008 12:-2.8487952 13:5.804567 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:216.69975 2:3.0160537 3:7.84906 4:2.0663426 5:1.5646046 6:-1.3287307 7:1.7010559 8:-1.7980804 9:1.5656494 10:-3.1997662 11:2.2242687 12:-3.1145513 13:4.524398 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:218.4361 2:2.1093857 3:10.793575 4:3.9860682 5:2.900996 6:-0.2749443 7:1.9707351 8:-1.9669095 9:2.2093663 10:-2.456385 11:1.6912358 12:-2.5829794 13:5.114218 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:221.5594 2:2.9857225 3:10.017766 4:2.2307324 5:2.8313348 6:-0.6782719 7:1.7411181 8:-3.623755 9:2.6686416 10:-1.6337804 11:3.3003454 12:-0.4895324 13:5.7555823 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:220.1151 2:0.8347113 3:7.4095306 4:3.0025811 5:1.9508771 6:0.15517558 7:0.70840275 8:-3.1274788 9:3.4548528 10:-1.5051239 11:3.9525785 12:-2.2469952 13:4.563099 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:222.95158 2:-0.5667582 3:6.2200255 4:3.5977037 5:1.6911637 6:-0.66267645 7:0.92103195 8:-4.0886283 9:1.506299 10:-2.587316 11:4.746368 12:-1.5328602 13:5.9977894 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:260.5785 2:3.1670227 3:-0.06524316 4:8.647217 5:-0.715251 6:-2.7163715 7:2.0307813 8:-12.319228 9:3.9946394 10:0.06560359 11:4.996114 12:-4.484899 13:6.0750933 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:268.8758 2:4.4458637 3:1.2649406 4:10.444532 5:-0.89316106 6:-3.3430417 7:2.6485815 8:-12.935982 9:5.3386474 10:1.5533053 11:6.018971 12:-4.019255 13:6.6266775 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:231.0416 2:5.683177 3:10.243837 4:3.4611735 5:0.48618868 6:-2.8091753 7:2.4176276 8:-5.5660434 9:3.546267 10:1.0463897 11:3.756184 12:-3.1427977 13:3.1196754 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:230.93369 2:3.5675712 3:9.044684 4:4.8755884 5:3.050607 6:0.3127963 7:1.027988 8:-4.588525 9:3.4569137 10:-2.0232916 11:4.0511456 12:-2.8630266 13:3.6513333 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:227.39981 2:1.6389204 3:8.258652 4:4.9927835 5:0.7369923 6:-0.34834448 7:-0.1746265 8:-6.8245196 9:1.6198936 10:-2.2753634 11:4.385462 12:-3.0570817 13:4.021502 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:246.41379 2:-5.845035 3:0.46184608 4:7.1418605 5:-3.8015192 6:1.1493027 7:1.1915486 8:-8.355296 9:3.4401295 10:-1.864619 11:6.4309893 12:-5.840245 13:4.1279545 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:226.13179 2:1.7965955 3:7.281967 4:3.722399 5:0.13423543 6:-2.0798552 7:2.459442 8:-4.6375375 9:3.3076663 10:0.5089662 11:4.554325 12:-3.6431084 13:3.2058475 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:220.97467 2:-0.066229306 3:6.4423485 4:3.901149 5:0.78502476 6:-3.0395124 7:0.85187495 8:-3.6242428 9:2.4898071 10:-0.50349367 11:4.0673137 12:-3.2276454 13:3.930185 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:221.51012 2:-0.3836793 3:6.528369 4:3.732833 5:1.5634898 6:-0.2969805 7:3.0397882 8:-2.7010782 9:3.2655425 10:-0.19034731 11:3.2971408 12:-2.5436907 13:3.883046 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:233.71802 2:-3.025978 3:1.3729359 4:7.3103175 5:-0.67094743 6:-2.9196777 7:1.0403191 8:-6.671335 9:3.5556133 10:0.43355447 11:3.279548 12:-5.9391694 13:5.703789 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:226.66293 2:-1.0400676 3:2.6814947 4:4.1015058 5:0.7205481 6:-3.0768187 7:0.66083914 8:-6.6319904 9:2.811583 10:0.039041508 11:2.4536545 12:-4.499795 13:4.754307 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:228.56285 2:-1.7523843 3:9.463918 4:6.141829 5:-3.8000848 6:-0.86855 7:2.0364718 8:-5.6134925 9:2.7748172 10:-4.2990003 11:2.065152 12:-2.0879984 13:2.0738366 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:227.74309 2:-1.2453421 3:8.842988 4:4.472257 5:-2.3625064 6:-0.42813292 7:1.9544446 8:-4.072553 9:3.6988752 10:-3.9295182 11:2.4652965 12:-2.7109227 13:0.9829217 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:233.95935 2:2.6288612 3:7.7461295 4:5.710981 5:-0.76032716 6:-2.3447883 7:2.5278573 8:-5.9262958 9:-0.18454482 10:-3.1075904 11:2.8979206 12:-3.5172403 13:4.3211017 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:230.508 2:4.6569066 3:10.357671 4:5.590668 5:-1.1590452 6:-4.527339 7:3.4659824 8:-4.113962 9:0.33948803 10:-3.2203393 11:1.948989 12:-3.785163 13:5.154416 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:236.97751 2:4.7030425 3:10.268825 4:6.459218 5:2.6964731 6:-3.704673 7:2.5118692 8:-6.7973447 9:1.2883464 10:-1.5601195 11:4.912667 12:-2.239967 13:4.9378185 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:261.97736 2:16.94132 3:16.951448 4:5.236447 5:5.0274205 6:-1.4929831 7:4.5830665 8:-10.247954 9:3.2893338 10:-2.6962192 11:4.0905495 12:-5.2431407 13:6.12237 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:293.808 2:30.331902 3:15.744948 4:3.6611698 5:6.7568893 6:0.86338973 7:5.6018033 8:-15.353005 9:5.73346 10:-3.0269473 11:4.0672755 12:-9.154973 13:10.905593 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:303.96118 2:30.185234 3:11.87336 4:4.568283 5:7.1091256 6:0.92963797 7:6.7136607 8:-15.707538 9:6.276388 10:-3.777118 11:4.3942537 12:-9.940991 13:10.646994 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:314.43524 2:26.01301 3:15.434924 4:2.3430104 5:9.340561 6:0.7617917 7:6.1971273 8:-14.32559 9:5.007988 10:-4.041614 11:3.3561492 12:-7.8584137 13:8.255459 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:321.69553 2:27.601818 3:12.425178 4:2.0020523 5:10.4598255 6:-0.03491601 7:7.355598 8:-15.919132 9:3.99649 10:-2.2829275 11:2.8233926 12:-9.15861 13:9.567146 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:332.49475 2:21.489494 3:14.252724 4:0.84724385 5:12.700037 6:0.60918903 7:4.4311104 8:-11.415327 9:2.4901187 10:-3.1762447 11:3.0667188 12:-7.4552193 13:7.825618 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:335.29233 2:21.272776 3:14.02904 4:0.9192214 5:13.306709 6:0.4879845 7:4.104028 8:-10.986504 9:2.0426373 10:-3.8142805 11:3.3028858 12:-7.2574167 13:7.723971 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:318.7802 2:31.431547 3:13.204869 4:0.7219294 5:13.2546425 6:1.3148628 7:6.079604 8:-14.728951 9:3.8015738 10:-4.108177 11:4.7607813 12:-10.829683 13:10.857584 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:319.81238 2:30.967419 3:14.071358 4:0.26380998 5:13.023686 6:1.8580481 7:6.280422 8:-15.028044 9:4.261714 10:-4.1032248 11:4.600965 12:-10.304962 13:10.20418 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:339.0925 2:19.423555 3:15.8749275 4:1.2476224 5:13.08345 6:1.493061 7:3.4906607 8:-9.43487 9:3.3873785 10:-4.872248 11:3.0603242 12:-5.8665156 13:6.744282 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:331.01904 2:22.224817 3:16.067764 4:1.4855822 5:13.446837 6:1.8577479 7:5.081113 8:-11.3197565 9:3.1418648 10:-4.4073415 11:3.0904415 12:-6.7833266 13:7.91757 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:325.3147 2:26.855186 3:13.57137 4:2.4344182 5:13.388783 6:2.193061 7:7.2833853 8:-14.166814 9:4.7033815 10:-3.2810369 11:3.4866436 12:-8.947603 13:9.206963 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:313.62097 2:31.251282 3:13.257294 4:5.0266714 5:9.335858 6:5.459703 7:7.760231 8:-17.071417 9:7.3591013 10:-4.338883 11:3.0712845 12:-8.752192 13:10.432951 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:331.44934 2:20.337313 3:16.542871 4:2.051655 5:13.120323 6:2.0484471 7:6.3388224 8:-9.306502 9:3.6153526 10:-4.5149407 11:3.0230172 12:-5.961669 13:7.091379 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:317.89197 2:24.50385 3:16.576862 4:3.3416479 5:13.021909 6:2.6593604 7:8.56315 8:-12.696446 9:4.228085 10:-4.021054 11:2.4556305 12:-7.115082 13:9.04825 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:315.01227 2:23.96594 3:16.624533 4:3.273531 5:12.5836525 6:3.2585351 7:9.165414 8:-11.823405 9:4.669292 10:-4.1934004 11:2.3227878 12:-7.69058 13:8.546013 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:312.37164 2:21.67493 3:17.840502 4:2.7440705 5:13.743169 6:2.975275 7:8.945017 8:-9.228795 9:3.7167115 10:-5.236168 11:2.4605808 12:-5.7969227 13:8.995188 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:294.65125 2:25.241833 3:17.68281 4:4.4923744 5:10.817454 6:3.856049 7:11.664181 8:-10.353012 9:4.0530653 10:-4.901097 11:1.6653869 12:-9.209096 13:10.817812 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:286.1651 2:27.978031 3:19.17879 4:3.5515392 5:7.0708895 6:2.8967533 7:9.413027 8:-10.643259 9:5.8390374 10:-4.6178975 11:2.3694527 12:-7.326726 13:12.77518 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:281.37726 2:19.86258 3:19.539356 4:2.4031973 5:10.162512 6:0.8575554 7:8.8684845 8:-6.129406 9:3.4626052 10:-6.8737607 11:3.1950698 12:-4.3081346 13:7.8279915 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:274.9354 2:15.27819 3:19.41197 4:4.707176 5:9.505746 6:-1.2818209 7:5.8703413 8:-5.1211195 9:4.0801225 10:-4.8638644 11:4.770728 12:-4.385801 13:6.387792 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:256.52274 2:12.55112 3:17.032751 4:6.8318043 5:6.471032 6:3.1030717 7:7.318108 8:-7.8581176 9:3.509575 10:-3.9603279 11:3.7154965 12:-5.741984 13:8.125685 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:259.18088 2:8.862351 3:15.151486 4:7.206013 5:2.6642332 6:2.4386568 7:4.5536957 8:-6.8387504 9:4.7107625 10:-3.9143624 11:3.671218 12:-6.1876245 13:7.3738894 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:259.27563 2:8.351888 3:12.949301 4:8.491842 5:2.3711255 6:3.0989802 7:5.3507943 8:-7.598499 9:2.5391414 10:-5.305208 11:3.625927 12:-6.547531 13:7.3984957 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:257.6653 2:6.674441 3:15.293571 4:9.405317 5:1.548236 6:4.135813 7:4.0551114 8:-7.163871 9:3.7827175 10:-3.885485 11:2.9175568 12:-5.6769376 13:7.2263966 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:262.48306 2:5.7285967 3:14.338407 4:10.516509 5:0.48227707 6:4.4182386 7:4.416506 8:-5.786546 9:3.417251 10:-3.8171158 11:3.7448528 12:-5.704279 13:7.61919 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:263.84213 2:6.7709646 3:13.636997 4:8.827275 5:2.5222132 6:3.543352 7:3.471712 8:-2.5659046 9:4.388651 10:-4.5937634 11:3.3847773 12:-5.8603783 13:7.947072 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:267.38217 2:4.5954313 3:13.533648 4:10.3485365 5:3.5290217 6:4.6775184 7:2.284606 8:-4.478808 9:5.8833656 10:-3.805666 11:1.9905882 12:-6.9902015 13:7.121187 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:265.2619 2:5.093717 3:11.879747 4:10.675146 5:3.3841498 6:3.7084284 7:4.56667 8:-4.483952 9:4.281574 10:-3.6408474 11:1.9845908 12:-6.7656956 13:8.282835 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:262.409 2:4.9866323 3:11.61823 4:10.511993 5:3.1549413 6:2.4789038 7:6.328333 8:-4.5711355 9:2.7004144 10:-3.120907 11:1.8203459 12:-6.694576 13:8.472895 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:257.6778 2:5.758099 3:11.136417 4:10.606703 5:3.5538516 6:1.1170714 7:4.6300006 8:-6.0256143 9:3.3684587 10:-1.8437532 11:4.1125813 12:-6.4226875 13:6.516466 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:257.45044 2:8.956232 3:8.655442 4:6.724856 5:3.4551854 6:1.6520551 7:5.4750557 8:-5.1504664 9:3.46364 10:-2.7945817 11:4.0218573 12:-5.04155 13:7.4943094 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:252.77058 2:10.770197 3:11.796247 4:5.2799973 5:1.5942338 6:-0.18333021 7:3.500646 8:-5.779298 9:2.8668704 10:-1.0119034 11:4.2128253 12:-6.4281263 13:7.367669 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:255.88933 2:7.8528285 3:10.268182 4:7.676511 5:1.2140853 6:2.310417 7:2.866515 8:-6.3808947 9:3.4184718 10:-1.4448888 11:3.9220204 12:-7.672316 13:7.317579 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:285.70544 2:7.323102 3:10.524908 4:2.3136914 5:4.7938843 6:-1.7051425 7:4.4170003 8:-3.9613523 9:4.1278143 10:-1.7460474 11:2.5985358 12:-5.486957 13:3.0282693 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:325.7017 2:26.897188 3:6.290785 4:-1.4510999 5:7.854419 6:3.6032946 7:3.1899197 8:-10.18945 9:10.36318 10:0.12963435 11:4.601363 12:-11.675318 13:9.467708 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:342.14423 2:26.159542 3:4.0653005 4:-0.9131883 5:10.481483 6:3.2571352 7:3.9520872 8:-10.515633 9:12.142602 10:-0.0318096 11:3.8662455 12:-12.063822 13:9.295175 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:345.0871 2:22.69157 3:3.5433385 4:-2.2723994 5:10.731364 6:2.1896172 7:3.8372288 8:-10.422221 9:10.975064 10:0.58341223 11:2.8642476 12:-10.669364 13:7.874114 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:345.24203 2:22.315615 3:2.2565327 4:-2.1453319 5:10.753327 6:2.1577723 7:3.1059172 8:-9.599851 9:11.138749 10:-0.28430086 11:3.3800771 12:-10.50667 13:8.187911 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:348.37952 2:20.640293 3:2.7964242 4:-1.7427211 5:11.147453 6:2.1273172 7:2.54297 8:-8.911421 9:10.884095 10:-0.71877986 11:3.4942338 12:-10.638848 13:7.5285954 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:347.433 2:19.281963 3:3.2081447 4:-0.18889731 5:8.832177 6:4.032321 7:0.91873246 8:-8.366732 9:11.926332 10:-1.0843098 11:3.9211204 12:-11.533734 13:8.411706 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
1 1:344.09647 2:21.433739 3:1.9838848 4:0.51156974 5:9.126482 6:2.978823 7:2.5519855 8:-8.99248 9:13.386981 10:-1.6079037 11:3.840257 12:-11.572601 13:8.563161 14:97.458305 15:5.8862233 16:1.4361751 17:0.47074133 18:3.5593665 19:1.0491323 20:1.704661 21:-2.091439 22:4.2071815 23:-0.3218262 24:0.8143613 25:-1.9858704 26:2.2402518 
