1 1:272.47736 2:-9.057689 3:7.734958 4:1.4591453 5:0.4172137 6:-0.22336279 7:2.4645174 8:-0.93705404 9:1.0202762 10:-1.098915 11:1.650206 12:-2.316814 13:1.7690188 14:272.47736 15:-9.057689 16:7.734958 17:1.4591453 18:0.4172137 19:-0.22336279 20:2.4645174 21:-0.93705404 22:1.0202762 23:-1.098915 24:1.650206 25:-2.316814 26:1.7690188 
1 1:388.2301 2:25.428883 3:-0.79055595 4:-2.3365333 5:8.396782 6:-5.7098327 7:1.8606639 8:-13.608042 9:6.880766 10:-2.7738252 11:3.704972 12:-6.5189886 13:4.6504545 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:389.0953 2:25.288918 3:-1.1853894 4:-2.4209328 5:9.138721 6:-6.0484347 7:1.4570055 8:-14.367867 9:6.900382 10:-2.209169 11:2.9455352 12:-5.8405714 13:4.117224 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:388.4144 2:25.117208 3:-2.4183013 4:-2.402775 5:8.653925 6:-4.8547587 7:2.0602407 8:-15.086867 9:8.508778 10:-2.502944 11:2.6535885 12:-6.0555935 13:4.0692353 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:377.50143 2:25.273335 3:1.6826632 4:-0.37131464 5:8.687926 6:-5.80108 7:2.3203137 8:-12.599139 9:8.653454 10:-1.6205575 11:1.5974268 12:-6.318596 13:4.525376 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:358.07608 2:18.006222 3:6.0963316 4:3.8668191 5:6.088448 6:-2.5977168 7:2.5447114 8:-9.19991 9:10.332705 10:-3.5422764 11:1.9824554 12:-4.9996057 13:2.73958 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:332.16534 2:9.626531 3:3.8814747 4:2.9076145 5:5.851834 6:-2.6220438 7:0.8334663 8:-5.224648 9:7.0253773 10:-3.4741404 11:2.0865576 12:-2.7924356 13:2.6360073 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:354.4037 2:-3.4999375 3:-13.525784 4:7.8139853 5:8.9835415 6:-3.0800984 7:-0.27712607 8:-9.480352 9:11.251856 10:-3.2666087 11:0.5026797 12:-5.361784 13:3.7328086 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.29266 2:-11.239987 3:-18.055033 4:11.332966 5:9.528074 6:-5.2957444 7:0.09548805 8:-9.610175 9:11.961838 10:-3.9390223 11:2.0000885 12:-3.8208737 13:2.753337 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.61374 2:-14.419106 3:-17.27669 4:11.624433 5:6.637169 6:-5.697922 7:0.7966326 8:-8.61485 9:10.779192 10:-4.0464563 11:2.6762128 12:-3.8222504 13:2.156054 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.73206 2:-15.410142 3:-16.909885 4:13.295422 5:7.9910393 6:-5.4718165 7:-0.07776053 8:-9.021703 9:10.452098 10:-3.9877896 11:4.5034003 12:-4.155722 13:1.8236663 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.67722 2:-16.878605 3:-16.800426 4:12.776567 5:6.737873 6:-3.6126523 7:1.8681681 8:-7.974486 9:12.125708 10:-3.5661 11:3.8917131 12:-4.6240435 13:1.0196865 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:364.69348 2:-10.522371 3:-16.778524 4:6.08427 5:3.4705915 6:-3.3347802 7:3.3751266 8:-5.632474 9:11.8485985 10:-4.1239195 11:1.3961259 12:-5.60891 13:1.1600007 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:341.61334 2:-1.2935622 3:-8.190061 4:4.1434007 5:3.443616 6:-3.1508584 7:3.991548 8:-4.6560683 9:10.4576235 10:-1.704137 11:0.7757901 12:-4.9209714 13:1.7054174 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:310.1876 2:1.1203763 3:3.2261987 4:3.0956783 5:6.4187536 6:-1.821156 7:0.88064104 8:-2.5128121 9:5.6529036 10:-1.4800786 11:2.2864537 12:-3.6728334 13:3.598792 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:347.11298 2:20.642488 3:8.8148 4:-1.7769853 5:8.628564 6:0.5750367 7:4.956862 8:-6.6344743 9:8.224586 10:-0.3123503 11:4.290337 12:-7.1255856 13:3.4569907 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:340.12463 2:18.767645 3:11.18663 4:0.72211903 5:8.466211 6:-0.31147 7:4.0600286 8:-5.744229 9:8.476072 10:-0.8317834 11:3.9825902 12:-6.647453 13:2.541281 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:349.72873 2:22.685589 3:9.116793 4:-3.0946524 5:7.450776 6:-0.3598339 7:5.184784 8:-7.3214283 9:9.128006 10:-0.61124784 11:3.8772886 12:-7.239076 13:2.7274108 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:353.33047 2:22.468111 3:6.6613846 4:-5.1211324 5:9.135242 6:0.3442926 7:4.479058 8:-7.0230317 9:8.972737 10:-1.218704 11:4.1275015 12:-7.7328644 13:1.8842983 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:348.54785 2:22.244246 3:7.227352 4:-4.8368263 5:7.829055 6:1.5962765 7:6.1898656 8:-6.961347 9:7.742915 10:-0.89521736 11:5.155377 12:-7.704553 13:0.9033166 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:328.43213 2:14.456671 3:10.747129 4:-2.6437662 5:3.727862 6:1.853999 7:8.2110405 8:-3.5932412 9:4.63651 10:-1.2397003 11:5.682664 12:-4.244736 13:1.7628697 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:321.20383 2:13.705296 3:13.8064 4:-1.9833822 5:3.752469 6:1.2338165 7:9.592801 8:-0.15293999 9:4.280905 10:-2.551267 11:6.1098003 12:-2.3330033 13:3.3351827 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:312.35672 2:8.056375 3:13.593714 4:1.4301411 5:6.374065 6:3.357981 7:7.457525 8:-1.8714497 9:5.3332386 10:-0.7307736 11:5.2697716 12:-3.2282977 13:3.8892498 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:302.77148 2:3.7765594 3:15.417542 4:4.769996 5:7.5413585 6:2.8167038 7:6.2631054 8:-1.811785 9:8.192786 10:0.95298624 11:4.669145 12:-3.8137448 13:3.2722497 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:309.62494 2:5.471175 3:13.295551 4:0.40707147 5:5.007006 6:0.6958917 7:4.620384 8:-0.51828843 9:6.1190453 10:-2.6416225 11:1.163976 12:-3.6049623 13:3.5259113 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:297.09888 2:-2.1063254 3:6.6585007 4:1.5827316 5:3.8518949 6:-0.25230333 7:2.8531375 8:-0.29720336 9:6.335918 10:-0.6418555 11:-0.8367134 12:-4.619148 13:4.222199 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:291.88074 2:-1.6670469 3:7.7078094 4:-1.4140685 5:2.321566 6:-0.062483124 7:1.434087 8:-0.8380245 9:5.194889 10:-0.8701526 11:0.12890749 12:-4.696737 13:2.3919816 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:289.27252 2:-0.51925254 3:7.6064873 4:-4.233778 5:-0.5577347 6:-2.0624847 7:0.89114386 8:0.25081277 9:5.6941166 10:0.24076271 11:2.575762 12:-3.3717768 13:2.6110342 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:288.25345 2:-0.81106186 3:9.364546 4:-0.8441678 5:0.9942117 6:-1.85088 7:1.9961324 8:0.36317697 9:4.0005465 10:-1.2122341 11:1.6784371 12:-3.8337188 13:1.2379303 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:284.9694 2:-1.5434821 3:9.965814 4:-0.46967548 5:0.58077973 6:-1.5691091 7:1.7569479 8:0.18808569 9:4.919092 10:-0.71081126 11:1.8130926 12:-4.1679287 13:2.4460366 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:280.74158 2:-5.4148183 3:7.8642273 4:0.46109655 5:0.72921443 6:-0.61078 7:1.4460503 8:-0.38792163 9:3.1419003 10:-0.8733511 11:2.687942 12:-2.807986 13:2.322461 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:284.68472 2:-6.3727846 3:5.5092134 4:1.5857558 5:1.7261859 6:-2.5567882 7:0.544567 8:-0.053206265 9:2.754863 10:-1.758487 11:2.0658617 12:-4.3456154 13:1.2046502 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:279.48264 2:-7.600518 3:7.862936 4:0.7735622 5:0.15316285 6:-1.2284969 7:1.0146232 8:-0.8349548 9:2.2272584 10:-1.1784787 11:2.3442702 12:-2.704428 13:1.5145003 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:277.6412 2:-6.5548644 3:8.494566 4:0.40220416 5:0.84004724 6:-0.67762053 7:1.7713629 8:-0.023789337 9:2.5890696 10:-0.51703346 11:2.329467 12:-2.605991 13:2.3885267 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:278.63367 2:-6.847603 3:7.286847 4:1.4147518 5:1.4792013 6:0.21823207 7:0.29701507 8:-0.9230356 9:2.9845076 10:0.20318402 11:3.335956 12:-1.7422204 13:3.5799305 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:305.21234 2:-7.711991 3:2.4506698 4:0.09492409 5:-2.5640376 6:-5.5316086 7:0.52405435 8:-2.2536514 9:2.6874852 10:-0.27292866 11:3.6027508 12:-2.2187798 13:3.4823334 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:318.25308 2:8.666012 3:15.284579 4:5.1148624 5:5.8451514 6:-2.4461641 7:2.131521 8:-5.685044 9:2.3605883 10:-1.9614668 11:2.4370012 12:-5.7909427 13:4.9932866 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:331.31808 2:16.969809 3:14.23413 4:0.8739297 5:6.0670943 6:0.6862542 7:2.276641 8:-9.586214 9:5.3218946 10:-3.6340227 11:2.503749 12:-5.842266 13:4.635851 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:353.82724 2:18.867544 3:12.681085 4:-0.40945905 5:8.713615 6:-0.2597266 7:2.4329903 8:-9.6051855 9:5.9070973 10:-4.5593 11:2.908985 12:-5.8168254 13:4.688911 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:366.5372 2:24.091543 3:7.9173985 4:-1.6428901 5:11.551428 6:1.4101217 7:3.016358 8:-11.400138 9:6.847868 10:-5.9026203 11:2.9884746 12:-7.074616 13:4.407938 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.498 2:23.879507 3:7.9419384 4:1.8665241 5:10.413373 6:2.9932187 7:3.995569 8:-13.818175 9:7.75192 10:-5.816445 11:2.625004 12:-7.6549687 13:4.764877 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:371.71237 2:21.065557 3:9.629108 4:1.5642585 5:12.615823 6:3.225167 7:4.868163 8:-12.789024 9:6.8053365 10:-4.2056975 11:2.511999 12:-8.156117 13:4.906425 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.2989 2:21.202982 3:11.309335 4:0.7405979 5:13.932974 6:3.7028713 7:6.382865 8:-10.833711 9:5.9418144 10:-3.4319031 11:3.0997515 12:-9.680184 13:5.0869017 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:357.21252 2:20.05972 3:14.769947 4:2.3912013 5:11.694213 6:4.8224626 7:7.58753 8:-9.904308 9:6.2246103 10:-4.5799317 11:2.074072 12:-9.508945 13:5.7778707 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:326.58575 2:16.33223 3:18.794174 4:2.7661822 5:9.271425 6:2.1507587 7:7.026498 8:-6.3455434 9:4.5376234 10:-3.0734024 11:2.5255997 12:-6.9130487 13:6.993188 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:307.07193 2:2.9343305 3:13.16161 4:6.3504796 5:8.084906 6:1.9844402 7:7.386323 8:-3.494379 9:2.5783412 10:-0.98403585 11:1.366786 12:-5.1951985 13:5.6153035 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:309.80017 2:0.12890823 3:9.003739 4:5.8616138 5:5.8536158 6:0.72370285 7:8.356595 8:-1.0428611 9:2.853541 10:-1.6814774 11:0.6216871 12:-4.3124924 13:4.969469 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:313.3557 2:0.077194355 3:7.9313736 4:5.7516665 5:6.088004 6:-0.8992516 7:6.944731 8:-1.4439216 9:2.360569 10:-0.48637167 11:1.8652012 12:-4.962648 13:5.220926 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:333.97803 2:19.077711 3:21.204254 4:5.7829685 5:8.890967 6:-4.3987613 7:5.606744 8:-5.1958704 9:4.817861 10:-1.3062818 11:4.3643856 12:-8.294906 13:5.7398686 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:348.04855 2:18.87714 3:16.121904 4:1.938374 5:6.26606 6:-2.2047954 7:5.243077 8:-6.8284507 9:9.543507 10:-0.5925245 11:2.3981185 12:-7.7233715 13:4.3490963 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:364.3585 2:20.82743 3:6.5311813 4:-3.4504046 5:5.8453193 6:-1.2620851 7:7.4885163 8:-5.5183053 9:9.833206 10:-0.3301291 11:0.732846 12:-9.573994 13:2.9910567 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.61313 2:19.537052 3:5.226267 4:1.4453343 5:9.499052 6:-3.0080886 7:5.2900977 8:-4.2688904 9:11.601143 10:-2.7794983 11:0.9870143 12:-9.204862 13:1.5882303 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:360.87076 2:21.08462 3:6.233934 4:0.6501357 5:7.088494 6:-3.8232217 7:7.540681 8:-2.3090835 9:10.863551 10:-3.7083156 11:2.3123143 12:-8.657193 13:2.203414 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:354.3178 2:17.076841 3:7.293473 4:-3.0688944 5:6.52487 6:-0.23579216 7:9.435899 8:-2.4077127 9:8.881503 10:-1.7928152 11:3.3838904 12:-5.652526 13:3.091976 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:346.5742 2:17.35455 3:7.181669 4:-5.2966866 5:7.592017 6:4.979455 7:10.887603 8:-4.84818 9:7.7109094 10:-1.2015504 11:3.21041 12:-4.741169 13:5.3053455 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:339.55432 2:18.737495 3:8.166797 4:-5.2166467 5:7.665123 6:3.4895422 7:10.087113 8:-3.560741 9:8.060595 10:-0.55436105 11:4.8390565 12:-5.3232036 13:5.3703294 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:334.39258 2:18.232887 3:10.413838 4:-4.8887615 5:8.020418 6:3.435599 7:10.549804 8:-2.003702 9:6.7515697 10:-0.13439159 11:5.1610513 12:-6.255126 13:6.2272787 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:326.50708 2:15.370858 3:13.2148695 4:-1.6802388 5:6.8199844 6:2.7249258 7:10.85029 8:-0.8831307 9:6.6046543 10:-1.4435453 11:4.796253 12:-4.897609 13:6.6490846 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:339.10016 2:9.281173 3:8.661189 4:-1.5349755 5:12.265864 6:-0.20248067 7:7.4990463 8:1.2374803 9:9.200525 10:-2.1322231 11:1.5570971 12:-3.5962536 13:3.5224607 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.93817 2:16.055075 3:6.1660175 4:-5.624267 5:14.219456 6:0.56748956 7:6.8495216 8:-1.1999139 9:13.180736 10:-1.0846387 11:0.13121097 12:-6.320866 13:1.4069421 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:373.3946 2:22.492628 3:0.4766271 4:-4.402687 5:14.315065 6:0.24460505 7:7.0937405 8:-1.9283081 9:12.822113 10:-2.9212134 11:2.1333463 12:-9.279715 13:2.619547 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:381.4206 2:20.091984 3:0.5519652 4:-5.295189 5:14.183349 6:-0.17382486 7:6.542806 8:-1.6319964 9:11.553755 10:-1.5807985 11:2.900926 12:-9.626844 13:2.6992157 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:368.3602 2:22.528828 3:-0.6593724 4:-3.8876371 5:14.969342 6:-1.1300431 7:6.886101 8:-1.2162586 9:13.341741 10:-0.85636103 11:3.9354496 12:-9.039081 13:3.6387951 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:336.00134 2:13.981249 3:5.9980745 4:-2.391643 5:11.909809 6:1.5752523 7:7.0557404 8:0.5027299 9:13.532271 10:1.6744612 11:2.9009657 12:-7.4219265 13:4.5728455 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:308.87943 2:7.0854716 3:12.767296 4:0.76600605 5:8.662105 6:3.2520893 7:8.618343 8:-0.076297976 9:7.2433095 10:0.09003713 11:2.4464157 12:-6.5186796 13:3.8812459 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:303.69568 2:3.7829654 3:11.700464 4:1.9617851 5:7.8434114 6:2.8817806 7:7.9353476 8:0.62267095 9:8.449434 10:1.633504 11:3.121864 12:-5.906504 13:3.9247234 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:312.18665 2:3.362055 3:5.2172947 4:1.9612298 5:10.254857 6:2.437366 7:6.345558 8:-1.2765019 9:7.601976 10:1.2079386 11:2.3187876 12:-5.4210734 13:4.305433 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
