1 1:-1500.0 2:1.4471112E-7 3:9.967915E-6 4:-1.457792E-6 5:-1.6145088E-5 6:-3.8515623E-6 7:3.927674E-6 8:5.211579E-6 9:-7.714893E-6 10:-1.091607E-6 11:-6.5797184E-7 12:-5.028755E-7 13:-2.0930147E-6 14:-1500.0 15:1.4471112E-7 16:9.967915E-6 17:-1.457792E-6 18:-1.6145088E-5 19:-3.8515623E-6 20:3.927674E-6 21:5.211579E-6 22:-7.714893E-6 23:-1.091607E-6 24:-6.5797184E-7 25:-5.028755E-7 26:-2.0930147E-6 
1 1:247.92111 2:-2.1206539 3:5.2350173 4:-1.3417237 5:0.8051305 6:-1.5758086 7:2.5617845 8:-2.1331556 9:2.3932133 10:-0.7944933 11:1.773439 12:-5.2859244 13:0.5945708 14:247.92111 15:-2.1206539 16:5.2350173 17:-1.3417237 18:0.8051305 19:-1.5758086 20:2.5617845 21:-2.1331556 22:2.3932133 23:-0.7944933 24:1.773439 25:-5.2859244 26:0.5945708 
1 1:246.25327 2:-3.8295918 3:4.9058905 4:0.06850538 5:2.292304 6:0.10249946 7:3.5476923 8:-1.1480445 9:2.4091992 10:-0.5475935 11:3.4608767 12:-1.9823645 13:2.7129536 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:247.62976 2:-2.4903462 3:6.4195666 4:0.54774773 5:2.4008584 6:-0.8088656 7:4.1114936 8:1.4863435 9:5.3386617 10:-0.047793627 11:3.6917553 12:-1.483113 13:4.905181 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:251.73036 2:-2.6044245 3:7.5952044 4:3.2803326 5:2.770016 6:0.46531495 7:3.8082676 8:-0.7377076 9:5.6828346 10:-0.34451172 11:3.493818 12:-1.9995489 13:4.014605 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:248.91742 2:-2.7224731 3:6.6999254 4:0.3391436 5:1.2308882 6:0.4111381 7:3.0965881 8:0.43462658 9:6.184832 10:0.2844141 11:4.0707636 12:-0.9511956 13:3.183196 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:253.07404 2:-2.012314 3:5.6289635 4:0.63972396 5:1.7557752 6:-1.025935 7:2.6673293 8:-0.1165298 9:2.5682106 10:-1.2090399 11:3.075798 12:-2.6078038 13:3.542335 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:251.8171 2:-2.8422637 3:7.0584497 4:1.2944393 5:3.8480642 6:0.7747455 7:3.2070613 8:-0.50156873 9:2.6250353 10:-0.4442418 11:3.1048372 12:-1.7905022 13:2.842152 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:245.68307 2:-2.8048725 3:8.249724 4:2.193819 5:2.8158107 6:-1.453515 7:3.164976 8:-0.44783503 9:3.3177965 10:-1.0668734 11:1.8409337 12:-2.73566 13:2.5773206 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:244.79117 2:-3.7385108 3:6.5244107 4:0.60310525 5:1.9585129 6:0.53703564 7:4.56023 8:0.5523921 9:4.006109 10:-2.366244 11:1.1773134 12:-3.4047482 13:2.030872 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
1 1:251.0622 2:-1.9267168 3:6.415144 4:1.3224331 5:3.683998 6:0.3754314 7:3.977699 8:0.0065616877 9:3.983898 10:-0.49823678 11:3.634341 12:-2.0079749 13:3.0475404 14:88.04456 15:4.075659 16:1.5903815 17:0.5638792 18:2.8062372 19:-0.20263249 20:1.9440548 21:-0.8013208 22:2.0950382 23:-0.53163826 24:0.71015006 25:-1.2746594 26:2.844243 
